"WR 11 
CM 2 
SPIN 0","Tue May 09 10:58:44 +0000 2023,"
"WR 6 
CM 0
SPIN 0","Tue May 09 10:42:54 +0000 2023,"
"WR 76
CM 16
SPIN 1","Mon May 08 23:00:58 +0000 2023,"
"WR 80
CM 23
SPIN 3","Mon May 08 22:06:57 +0000 2023,"
"WR 89
CM 24
SPIN 5","Mon May 08 21:36:13 +0000 2023,"
"WR 77
CM 14
SPIN 4","Mon May 08 20:59:31 +0000 2023,"
"WR 43
CM 7
SPIN 6","Mon May 08 20:29:47 +0000 2023,"
"WR 38 
CM 14 
SPIN 6","Mon May 08 19:56:01 +0000 2023,"
"WR 33
CM 11 
SPIN 4","Mon May 08 19:31:32 +0000 2023,"
"WR 34
CM 9
SPIN 3","Mon May 08 18:58:02 +0000 2023,"
"WR 30
CM 12
SPIN 3","Mon May 08 18:38:02 +0000 2023,"
"WR 35 
CM 7 
SPIN 1","Mon May 08 17:57:53 +0000 2023,"
"WR 38
CM 16 
SPIN 3","Mon May 08 17:31:53 +0000 2023,"
"WR 32
CM 10
SPIN 3","Mon May 08 16:53:10 +0000 2023,"
"WR 26
CM 2
SPIN 2","Mon May 08 16:35:58 +0000 2023,"
"WR 31🍓
CM 3🍊
SPIN 4🍏","Mon May 08 15:55:06 +0000 2023,"
"WR 28
CM 1
SPIN 3","Mon May 08 15:27:04 +0000 2023,"
"WR 27
CM 2
SPIN 4","Mon May 08 14:56:22 +0000 2023,"
"WR 21
CM 5
SPIN 1","Mon May 08 14:25:18 +0000 2023,"
"WR 17
CM 4
SPIN 1","Mon May 08 14:04:16 +0000 2023,"
"WR 25 
CM 4 
SPIN 3","Mon May 08 13:25:07 +0000 2023,"
"WR 29
CM 7 
SPIN 4","Mon May 08 12:55:45 +0000 2023,"
"WR 23 
CM 6 
SPIN 4","Mon May 08 12:32:16 +0000 2023,"
"WR 16
CM 3
SPIN 3","Mon May 08 11:58:56 +0000 2023,"
"WR 11 
CM 2 
SPIN 0","Mon May 08 11:31:21 +0000 2023,"
"WR 11
CM 1
SPIN 0","Mon May 08 11:05:06 +0000 2023,"
"WR 8 
CM 1 
SPIN 0","Mon May 08 10:44:34 +0000 2023,"
"WR: 52
CM: 14
SPIN: 4","Sun May 07 19:55:24 +0000 2023,"
"WR: 41
CM: 10
SPIN: 4","Sun May 07 19:27:22 +0000 2023,"
"WR 41
CM 8
SPIN 3","Sun May 07 18:55:50 +0000 2023,"
"WR 35 🦚
CM 7   🦢
SPIN 2 🐧","Sun May 07 18:34:01 +0000 2023,"
"WR: 39
CM: 10
SPIN: 1","Sun May 07 17:59:48 +0000 2023,"
"WR 27
CM 4
SPIN 4","Sun May 07 17:30:02 +0000 2023,"
"WR 24
CM 6
SPIN 0","Sun May 07 17:00:23 +0000 2023,"
"WR 23
CM 4
SPIN 0","Sun May 07 16:33:54 +0000 2023,"
"WR 30
CM 5
SPIN 1","Sun May 07 16:07:03 +0000 2023,"
"WR 27
CM 8
SPIN 2","Sun May 07 15:32:45 +0000 2023,"
"WR 22
CM 8
SPIN 0","Sun May 07 15:01:15 +0000 2023,"
"WR 28
CM 11
SPIN 1","Sun May 07 14:30:12 +0000 2023,"
"WR 27
CM 3
SPIN 2","Sun May 07 14:00:27 +0000 2023,"
"WR 13
CM 5
SPIN 3","Sun May 07 13:32:14 +0000 2023,"
"WR 27
CM 8
SPIN 2","Sat May 06 20:29:26 +0000 2023,"
"WR 38
CM 11
SPIN 2","Sat May 06 20:10:03 +0000 2023,"
"WR 43 
CM 12 
SPIN 4","Sat May 06 19:30:36 +0000 2023,"
"WR 39
CM 9
SPIN 4","Sat May 06 18:55:51 +0000 2023,"
"WR 31
CM 6
SPIN 6","Sat May 06 18:31:26 +0000 2023,"
"WR 33
CM 6
SPIN 1","Sat May 06 18:07:52 +0000 2023,"
"WR 30
CM 15
SPIN 1","Sat May 06 17:40:21 +0000 2023,"
"WR: 25
CM: 5
SPIN: 0","Sat May 06 16:29:29 +0000 2023,"
"WR: 27
CM: 2
SPIN: 1","Sat May 06 15:59:36 +0000 2023,"
"WR: 23
CM: 9
SPIN: 4","Sat May 06 15:28:21 +0000 2023,"
"WR: 23
CM: 8
SPIN: 3","Sat May 06 14:58:57 +0000 2023,"
"WR: 20
CM: 6
SPIN: 3","Sat May 06 14:27:37 +0000 2023,"
"WR: 16
CM:5
SPIN: 4","Sat May 06 14:00:38 +0000 2023,"
"WR: 8
CM: 1
SPIN: 0","Sat May 06 13:29:31 +0000 2023,"
"WR 27
CM 10
SPIN 0","Fri May 05 22:33:02 +0000 2023,"
"WR 35 
CM 12
SPIN 4","Fri May 05 22:03:09 +0000 2023,"
"WR 47
CM 7
SPIN 1","Fri May 05 21:31:50 +0000 2023,"
"WR 43 
CM 12
SPIN 12","Fri May 05 21:05:32 +0000 2023,"
"WR 36 
CM 23
SPIN 10","Fri May 05 20:32:59 +0000 2023,"
"WR 41
CM 16
SPIN 4","Fri May 05 20:03:14 +0000 2023,"
"WR 39
CM 9
SPIN 1","Fri May 05 19:50:44 +0000 2023,"
"WR 36
CM 5
SPIN 3","Fri May 05 19:02:30 +0000 2023,"
"WR 33
CM 7
SPIN 4","Fri May 05 18:39:47 +0000 2023,"
"WR 28
CM 7
SPIN 2","Fri May 05 18:07:28 +0000 2023,"
"WR 22
CM 7
SPIN 0","Fri May 05 17:29:27 +0000 2023,"
"WR 17
CM 2
SPIN 1","Fri May 05 17:06:41 +0000 2023,"
"WR 22
CM 5
SPIN 2","Fri May 05 16:35:00 +0000 2023,"
"WR 20
CM 5
SPIN 3","Fri May 05 16:04:28 +0000 2023,"
"WR 31
CM 6
SPIN 4","Fri May 05 15:35:25 +0000 2023,"
"WR 30
CM 10
SPIN 6","Fri May 05 15:05:42 +0000 2023,"
"WR 26
CM 4 
SPIN 1","Fri May 05 14:27:39 +0000 2023,"
"WR 21
CM 2
SPIN 4","Fri May 05 14:08:04 +0000 2023,"
"WR 27
CM 3
SPIN 3","Fri May 05 13:23:57 +0000 2023,"
"WR 18
CM 4
SPIN 1","Fri May 05 12:05:38 +0000 2023,"
"WR 14
CM 1
SPIN 0","Fri May 05 11:30:17 +0000 2023,"
"WR 5
CM 3
SPIN 0","Fri May 05 10:59:42 +0000 2023,"
"WR 43
CM 10
SPIN 5","Thu May 04 22:31:28 +0000 2023,"
"WR 50
CM 15
SPIN 7","Thu May 04 22:00:25 +0000 2023,"
"WR 40
CM 13
SPIN 8","Thu May 04 21:27:05 +0000 2023,"
"WR 37
CM 10
SPIN 10","Thu May 04 20:58:52 +0000 2023,"
"WR 42
CM 11
SPIN 6","Thu May 04 20:34:22 +0000 2023,"
"WR 29
CM 7
SPIN 5","Thu May 04 19:56:24 +0000 2023,"
"WR 19
CM 9
SPIN 2","Thu May 04 19:31:57 +0000 2023,"
"WR 25
CM 3
SPIN 0","Thu May 04 19:00:11 +0000 2023,"
"WR 24
CM 3
SPIN 4","Thu May 04 18:33:06 +0000 2023,"
"WR 27
CM 7
SPIN 2","Thu May 04 18:02:19 +0000 2023,"
"WR 19
CM 6
SPIN 0","Thu May 04 17:28:51 +0000 2023,"
"WR 15 
CM 2 
SPIN 3","Thu May 04 16:58:00 +0000 2023,"
"WR 23
CM 3 
SPIN 2","Thu May 04 16:32:21 +0000 2023,"
"WR 35 
CM 10 
SPIN 2","Thu May 04 15:54:12 +0000 2023,"
"WR 36 
CM 10 
SPIN 1","Thu May 04 15:32:51 +0000 2023,"
"WR 26 
CM 8 
SPIN 2","Thu May 04 15:03:02 +0000 2023,"
"WR 21 
CM 4 
SPIN 3","Thu May 04 14:33:02 +0000 2023,"
"WR 20 
CM 2 
SPIN 5","Thu May 04 14:06:49 +0000 2023,"
"WR 23 
CM 3 
SPIN 8","Thu May 04 13:29:14 +0000 2023,"
"WR 21 
CM 10 
SPIN 2","Thu May 04 12:53:50 +0000 2023,"
WR- 17 CM 4,"Thu May 04 12:32:11 +0000 2023,"
"WR 16
CM 3
SPIN 1","Wed May 03 14:27:15 +0000 2023,"
"WR 15
CM 2
SPIN 1","Wed May 03 14:06:50 +0000 2023,"
"WR 18 
CM 3 
SPIN 2","Wed May 03 13:29:29 +0000 2023,"
"WR 22 
CM 5 
SPIN 2","Wed May 03 12:58:24 +0000 2023,"
"WR 17 
CM 4 
SPIN 1","Wed May 03 12:28:17 +0000 2023,"
"WR 13 
CM 8 
SPIN 1","Wed May 03 11:56:42 +0000 2023,"
"WR 14 
CM 5 
SPIN 1","Wed May 03 11:28:55 +0000 2023,"
"WR 7 
CM 2 
SPIN 1","Wed May 03 10:58:59 +0000 2023,"
"WR 2 
CM 0 
SPIN 0","Wed May 03 10:35:02 +0000 2023,"
"WR 25
CM 10
SPIN 0","Tue May 02 23:33:10 +0000 2023,"
"WR 47 
CM 16 
SPIN 3","Tue May 02 22:58:37 +0000 2023,"
"WR 54 
CM 15 
SPIN 2","Tue May 02 22:30:59 +0000 2023,"
"WR 43 
CM 19 
SPIN 2","Tue May 02 22:07:12 +0000 2023,"
"WR 37
CM 15
SPIN 4","Tue May 02 21:05:36 +0000 2023,"
"WR 23 
CM 11
SPIN 4","Tue May 02 20:29:53 +0000 2023,"
"WR 21
CM 11
SPIN 1","Tue May 02 20:11:29 +0000 2023,"
"WR 25
CM 9
SPIN 2","Tue May 02 19:30:37 +0000 2023,"
"WR 29
CM 13
SPIN 0","Tue May 02 18:58:15 +0000 2023,"
"WR 22
CM 4 
SPIN 2","Tue May 02 18:08:27 +0000 2023,"
"WR 19
CM 3
SPIN 1","Tue May 02 17:48:00 +0000 2023,"
"WR 27🦎
CM 5🐢
SPIN 4🐍","Tue May 02 17:04:58 +0000 2023,"
"WR 18🌾
CM 6🐄
SPIN 2🚜","Tue May 02 16:29:24 +0000 2023,"
"WR 14🏞️
CM 6⛺
SPIN 0🔥","Tue May 02 16:01:04 +0000 2023,"
"WR 11
CM 6
SPIN 3","Tue May 02 15:26:42 +0000 2023,"
"WR 19
CM 3
SPIN 2","Tue May 02 15:05:39 +0000 2023,"
"WR 14
CM 4
SPIN 2","Tue May 02 14:34:06 +0000 2023,"
"WR 15
CM 3
SPIN 1","Tue May 02 14:00:35 +0000 2023,"
"WR 12 
CM 3 
SPIN 1","Tue May 02 13:29:12 +0000 2023,"
"WR 16 
CM 3 
SPIN 3","Tue May 02 12:59:25 +0000 2023,"
"WR 12 
CM 1 
SPIN 2","Tue May 02 12:35:03 +0000 2023,"
"WR 11
CM 3 
SPIN 3","Tue May 02 11:59:03 +0000 2023,"
"WR 9 
CM 6 
SPIN 1","Tue May 02 11:29:52 +0000 2023,"
"WR 5 
CM 4 
SPIN 1","Tue May 02 11:00:16 +0000 2023,"
"WR 55
CM 14
SPIN 10","Mon May 01 23:07:13 +0000 2023,"
"WR 71
CM 15
SPIN 7","Mon May 01 22:32:07 +0000 2023,"
"WR 59
CM 15
SPIN 7","Mon May 01 21:58:42 +0000 2023,"
"WR 44
CM 7
SPIN 6","Mon May 01 21:36:39 +0000 2023,"
"WR 41
CM 4
SPIN 3","Mon May 01 21:10:05 +0000 2023,"
"WR 21
CM 10
SPIN 2","Mon May 01 20:30:13 +0000 2023,"
"WR 24
CM 8
SPIN 2","Mon May 01 19:31:09 +0000 2023,"
"WR 18
CM 2
SPIN 0","Mon May 01 18:33:46 +0000 2023,"
"WR 23
CM 4
SPIN 0","Mon May 01 18:01:39 +0000 2023,"
"WR 26
CM 6
SPIN 0","Mon May 01 17:31:26 +0000 2023,"
"WR 25
CM 4
SPIN 0","Mon May 01 16:57:05 +0000 2023,"
"WR 20
CM 6
SPIN 3","Mon May 01 16:29:15 +0000 2023,"
"WR 32
CM 6
SPIN 0","Mon May 01 15:30:23 +0000 2023,"
"WR 26
CM 5
SPIN 4","Mon May 01 15:00:10 +0000 2023,"
"WR 17
CM 3
SPIN 2","Mon May 01 14:29:23 +0000 2023,"
"WR 16
CM 5
SPIN 6","Mon May 01 14:00:02 +0000 2023,"
"WR 14 
CM 3 
SPIN 0","Mon May 01 13:33:05 +0000 2023,"
"WR 15
CM 3
SPIN 2","Mon May 01 13:04:04 +0000 2023,"
"WR 21 
CM 1 
SPIN 1","Mon May 01 12:31:45 +0000 2023,"
"WR 20 🏋️‍♂️
CM 1  🐎
SPIN 1 💨","Mon May 01 12:01:47 +0000 2023,"
"WR 13
CM 2 
SPIN 2","Mon May 01 11:34:41 +0000 2023,"
"WR 15
CM 6
SPIN 0","Mon May 01 11:04:09 +0000 2023,"
"WR 45
CM 13
SPIN 3","Sun Apr 30 19:03:56 +0000 2023,"
"WR 51 
CM 11 
SPIN 5","Sun Apr 30 18:32:25 +0000 2023,"
"WR 42 
CM 7 
SPIN 4","Sun Apr 30 17:32:33 +0000 2023,"
"WR 41🤠
CM 14🐎
SPIN 4🏜️","Sun Apr 30 17:01:19 +0000 2023,"
"WR 36🐼
CM 11🦓
SPIN 3🐄","Sun Apr 30 16:38:57 +0000 2023,"
"WR 30🐲
CM 5🐸
SPIN 2🌲","Sun Apr 30 16:12:23 +0000 2023,"
"WR 28🐬
CM 4🌎
SPIN 2🦚","Sun Apr 30 15:35:49 +0000 2023,"
"WR 20 🌸
CM 6🦛
SPIN 2🦄","Sun Apr 30 15:03:29 +0000 2023,"
"WR 25🍋
CM 11🍯
SPIN 6🧇","Sun Apr 30 14:38:19 +0000 2023,"
"WR 22☕
CM 7🥯
SPIN 5☔","Sun Apr 30 14:04:05 +0000 2023,"
"WR 23
CM 5
SPIN 1","Sun Apr 30 13:41:11 +0000 2023,"
"WR 111
CM 23
SPIN 8","Sat Apr 29 20:05:26 +0000 2023,"
"WR 111
CM 18
SPIN 5","Sat Apr 29 19:39:18 +0000 2023,"
"WR 79
CM 17
SPIN 6","Sat Apr 29 19:04:57 +0000 2023,"
"WR 57
CM 9
SPIN 1","Sat Apr 29 18:32:25 +0000 2023,"
"WR 70
CM 13
SPIN 1","Sat Apr 29 18:05:19 +0000 2023,"
"WR 56
CM 8
SPIN 4","Sat Apr 29 17:35:32 +0000 2023,"
"WR: 43
CM: 21
SPIN: 1","Sat Apr 29 16:55:58 +0000 2023,"
"WR 43 🦆
CM 20 🦉
SPIN 16 🦦","Sat Apr 29 16:26:43 +0000 2023,"
"WR: 71
CM: 17
SPIN: 10","Sat Apr 29 15:56:47 +0000 2023,"
"WR 64 🌮
CM 25 🥙
SPIN 9 🌯","Sat Apr 29 15:26:00 +0000 2023,"
"WR: 49
CM: 16
SPIN: 5","Sat Apr 29 14:56:43 +0000 2023,"
"WR 48 🍭
CM 16 🧁
SPIN 5 🍧","Sat Apr 29 14:25:03 +0000 2023,"
"WR: 53
CM: 14
SPIN: 4","Sat Apr 29 13:59:10 +0000 2023,"
"WR 33 🦨
CM 6 🐧
SPIN 0  🐄","Sat Apr 29 13:28:51 +0000 2023,"
"WR 8 💫
CM 4 ⭐
SPIN 0 ✨","Sat Apr 29 13:11:11 +0000 2023,"
"WR 72
CM 13
SPIN 5","Fri Apr 28 23:19:07 +0000 2023,"
"WR 79
CM 14
SPIN 4","Fri Apr 28 22:30:33 +0000 2023,"
"WR 81
CM 18
SPIN 2","Fri Apr 28 21:56:15 +0000 2023,"
"WR 86
CM 20
SPIN 8","Fri Apr 28 21:33:43 +0000 2023,"
"WR 89
CM 12 
SPIN 9","Fri Apr 28 21:03:04 +0000 2023,"
"WR 97 
CM 19
SPIN 7","Fri Apr 28 20:34:19 +0000 2023,"
"WR 95
SPIN 18
CM 9","Fri Apr 28 20:05:53 +0000 2023,"
"WR 92 🌾
CM 18 🍂
SPIN 7 🍁","Fri Apr 28 18:52:21 +0000 2023,"
"WR 83
CM 17
SPIN 8","Fri Apr 28 18:26:38 +0000 2023,"
"WR 72 🌺
CM 11 🌸
SPIN 6 💮","Fri Apr 28 17:52:26 +0000 2023,"
"WR 68
CM 17
SPIN 9","Fri Apr 28 17:25:27 +0000 2023,"
"WR 69
CM 12
SPIN 4","Fri Apr 28 16:29:08 +0000 2023,"
"WR 70 🌾
CM 14 🌴
SPIN 7 🌿","Fri Apr 28 15:55:36 +0000 2023,"
"WR 53
CM 21
SPIN 6","Fri Apr 28 15:28:44 +0000 2023,"
"WR: 48
CM: 14
SPIN: 7","Fri Apr 28 14:27:42 +0000 2023,"
"WR: 40
CM: 10
SPIN: 8","Fri Apr 28 13:58:30 +0000 2023,"
"WR 48🌃
CM 13🌌
SPIN 3🌆","Fri Apr 28 13:34:19 +0000 2023,"
"WR: 35
CM: 7
SPIN: 1","Fri Apr 28 12:59:50 +0000 2023,"
"WR 30🥱
CM 6💤
SPIN 2🛌","Fri Apr 28 12:36:09 +0000 2023,"
"WR 56🥅
CM 8🦜
SPIN 2🚨","Fri Apr 28 12:04:36 +0000 2023,"
"WR 46🍄
CM 6🍄
SPIN 2🍄","Fri Apr 28 11:31:40 +0000 2023,"
"WR 34🌴
CM 4🌿
SPIN 2🌾","Fri Apr 28 11:00:52 +0000 2023,"
"WR: 67
CM: 15
SPIN: 2","Fri Apr 28 00:28:10 +0000 2023,"
"WR 71
CM 19
SPIN 7","Thu Apr 27 23:57:13 +0000 2023,"
"WR: 95
CM: 15
SPIN: 9","Thu Apr 27 23:26:29 +0000 2023,"
"WR 101
CM 15
SPIN 6","Thu Apr 27 23:01:47 +0000 2023,"
"WR: 99
CM: 15
SPIN: 5","Thu Apr 27 22:30:00 +0000 2023,"
"WR: 113
CM: 21
SPIN: 6","Thu Apr 27 21:59:41 +0000 2023,"
"WR 104 🍒
CM 22 🍓
SPIN 10 🍎","Thu Apr 27 21:24:55 +0000 2023,"
"WR 86 🌻
CM 18 🌿
SPIN 11 🌤️","Thu Apr 27 20:25:28 +0000 2023,"
"WR 84 🌼
CM 20 🐰
SPIN 8 🐑","Thu Apr 27 19:28:39 +0000 2023,"
"WR 76
CM 9
SPIN 7","Thu Apr 27 19:00:24 +0000 2023,"
"WR 78 🐤
CM 11 😊
SPIN 7 🦊","Thu Apr 27 18:29:32 +0000 2023,"
"WR 74 🏖️
CM 12 🌹
SPIN 5 🍄","Thu Apr 27 18:07:16 +0000 2023,"
"WR 70👴
CM 17🧀
SPIN 6🐩","Thu Apr 27 17:37:19 +0000 2023,"
"WR 64🌀
CM 15🥋
SPIN 5🌬️","Thu Apr 27 17:02:02 +0000 2023,"
"WR 71
CM 21
SPIN 6","Thu Apr 27 16:30:59 +0000 2023,"
"WR  62
CM 21
SPIN 4","Thu Apr 27 16:02:57 +0000 2023,"
"WR 55
CM 15
SPIN 4","Thu Apr 27 15:28:28 +0000 2023,"
"WR 57😊
CM 19🚹
SPIN 7🦊","Thu Apr 27 15:02:31 +0000 2023,"
"WR 42
CM 12
SPIN 4","Thu Apr 27 14:29:19 +0000 2023,"
"WR 46🏒
CM 13🍁
SPIN 3🚨","Thu Apr 27 13:25:17 +0000 2023,"
"WR 32 
CM 5
SPIN 4","Thu Apr 27 12:55:11 +0000 2023,"
"WR 32🐦
CM 5🦜
SPIN 2🐤","Thu Apr 27 12:26:28 +0000 2023,"
"WR 36 
CM 7 
SPIN 2","Thu Apr 27 11:52:12 +0000 2023,"
"WR 26
CM 7
SPIN 3","Thu Apr 27 11:30:37 +0000 2023,"
"WR 19
CM 6
SPIN 2","Thu Apr 27 11:17:49 +0000 2023,"
"WR 85 
CM 19
SPIN 2","Thu Apr 27 00:57:06 +0000 2023,"
"WR 97 
CM 14
SPIN 4","Thu Apr 27 00:36:37 +0000 2023,"
